IncidentId,Factor_Type,Factor,Factor_Text
32372099,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32372100,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32376077,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32376699,Environmental Factor,09,MAINTENANCE/UTILITY WORK ZONE
32376954,Environmental Factor,02,CONSTRUCTION WORK ZONE
32379865,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32379883,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32380211,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32380322,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32381086,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32381096,Environmental Factor,12,VIEW OBSTRUCTED/LIMITED DUE TO RDWY
32381280,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32381846,Environmental Factor,01,ANIMALS ACTION
32382474,Environmental Factor,11,SLIPPERY SURFACE
32383635,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32384403,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32384407,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32385007,Environmental Factor,11,SLIPPERY SURFACE
32385505,Environmental Factor,11,SLIPPERY SURFACE
32385506,Environmental Factor,12,VIEW OBSTRUCTED/LIMITED DUE TO RDWY
32385513,Environmental Factor,11,SLIPPERY SURFACE
32385651,Environmental Factor,11,SLIPPERY SURFACE
32385656,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32385670,Environmental Factor,11,SLIPPERY SURFACE
32385671,Environmental Factor,11,SLIPPERY SURFACE
32385831,Environmental Factor,11,SLIPPERY SURFACE
32385853,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32386002,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32386301,Environmental Factor,01,ANIMALS ACTION
32387222,Environmental Factor,04,FIXED OBJECT(S)
32387599,Environmental Factor,18,"TOLL BOOTH, PLAZA RELATED"
32387718,Environmental Factor,01,ANIMALS ACTION
32387783,Environmental Factor,11,SLIPPERY SURFACE
32388038,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32388406,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32388556,Environmental Factor,01,ANIMALS ACTION
32388558,Environmental Factor,01,ANIMALS ACTION
32389028,Environmental Factor,11,SLIPPERY SURFACE
32389199,Environmental Factor,11,SLIPPERY SURFACE
32389202,Environmental Factor,11,SLIPPERY SURFACE
32389204,Environmental Factor,11,SLIPPERY SURFACE
32389205,Environmental Factor,11,SLIPPERY SURFACE
32389207,Environmental Factor,11,SLIPPERY SURFACE
32389211,Environmental Factor,11,SLIPPERY SURFACE
32389334,Environmental Factor,11,SLIPPERY SURFACE
32389748,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32389909,Environmental Factor,11,SLIPPERY SURFACE
32389929,Environmental Factor,11,SLIPPERY SURFACE
32389930,Environmental Factor,11,SLIPPERY SURFACE
32389937,Environmental Factor,11,SLIPPERY SURFACE
32389938,Environmental Factor,11,SLIPPERY SURFACE
32389994,Environmental Factor,11,SLIPPERY SURFACE
32389996,Environmental Factor,11,SLIPPERY SURFACE
32390000,Environmental Factor,11,SLIPPERY SURFACE
32390078,Environmental Factor,11,SLIPPERY SURFACE
32390301,Environmental Factor,11,SLIPPERY SURFACE
32390425,Environmental Factor,11,SLIPPERY SURFACE
32390535,Environmental Factor,07,IMPROPERLY PARKED VEHICLE(S)
32390739,Environmental Factor,11,SLIPPERY SURFACE
32390779,Environmental Factor,11,SLIPPERY SURFACE
32390781,Environmental Factor,11,SLIPPERY SURFACE
32390981,Environmental Factor,11,SLIPPERY SURFACE
32391145,Environmental Factor,11,SLIPPERY SURFACE
32391151,Environmental Factor,11,SLIPPERY SURFACE
32391483,Environmental Factor,02,CONSTRUCTION WORK ZONE
32391681,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32391682,Environmental Factor,11,SLIPPERY SURFACE
32393279,Environmental Factor,11,SLIPPERY SURFACE
32393383,Environmental Factor,04,FIXED OBJECT(S)
32393398,Environmental Factor,11,SLIPPERY SURFACE
32393400,Environmental Factor,11,SLIPPERY SURFACE
32393984,Environmental Factor,04,FIXED OBJECT(S)
32393986,Environmental Factor,11,SLIPPERY SURFACE
32397042,Environmental Factor,11,SLIPPERY SURFACE
32397043,Environmental Factor,11,SLIPPERY SURFACE
32397044,Environmental Factor,07,IMPROPERLY PARKED VEHICLE(S)
32397045,Environmental Factor,11,SLIPPERY SURFACE
32397114,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32397672,Environmental Factor,11,SLIPPERY SURFACE
32397681,Environmental Factor,01,ANIMALS ACTION
32398096,Environmental Factor,01,ANIMALS ACTION
32398903,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32398920,Environmental Factor,07,IMPROPERLY PARKED VEHICLE(S)
32399897,Environmental Factor,12,VIEW OBSTRUCTED/LIMITED DUE TO RDWY
32400122,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32400123,Environmental Factor,01,ANIMALS ACTION
32400139,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32400155,Environmental Factor,01,ANIMALS ACTION
32400166,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32405920,Environmental Factor,07,IMPROPERLY PARKED VEHICLE(S)
32407295,Environmental Factor,05,GLARE (SUN)
32410395,Environmental Factor,11,SLIPPERY SURFACE
32411403,Environmental Factor,07,IMPROPERLY PARKED VEHICLE(S)
32412783,Environmental Factor,07,IMPROPERLY PARKED VEHICLE(S)
32420089,Environmental Factor,05,GLARE (SUN)
32422784,Environmental Factor,03,DEBRIS IN ROADWAY
32439308,Environmental Factor,11,SLIPPERY SURFACE
32447642,Environmental Factor,11,SLIPPERY SURFACE
32466482,Environmental Factor,07,IMPROPERLY PARKED VEHICLE(S)
32672757,Environmental Factor,17,BACKUP DUE TO REGULAR CONGESTION
32689956,Environmental Factor,11,SLIPPERY SURFACE
32753694,Environmental Factor,11,SLIPPERY SURFACE
32273104,Human Factor,06,EMOTIONAL
32273347,Human Factor,14,INATTENTION
32273743,Human Factor,17,MISJUDGE CLEARANCE
32274018,Human Factor,14,INATTENTION
32274019,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32274021,Human Factor,04,DISTRACTION
32274022,Human Factor,14,INATTENTION
32274023,Human Factor,11,FOLLOWING TOO CLOSE
32274569,Human Factor,11,FOLLOWING TOO CLOSE
32274930,Human Factor,18,NOT UNDER PROPER CONTROL
32275031,Human Factor,14,INATTENTION
32275032,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32275108,Human Factor,01,ALCOHOL INVOLVEMENT
32275110,Human Factor,04,DISTRACTION
32275111,Human Factor,17,MISJUDGE CLEARANCE
32275116,Human Factor,12,IMPROPER BACKING
32275303,Human Factor,14,INATTENTION
32275314,Human Factor,14,INATTENTION
32276477,Human Factor,03,DISREGARD TRAFFIC CONTROL
32276480,Human Factor,17,MISJUDGE CLEARANCE
32276925,Human Factor,16,MEDICATION
32277263,Human Factor,12,IMPROPER BACKING
32278770,Human Factor,11,FOLLOWING TOO CLOSE
32278800,Human Factor,18,NOT UNDER PROPER CONTROL
32278901,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32278902,Human Factor,18,NOT UNDER PROPER CONTROL
32278905,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32278913,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32278921,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32278925,Human Factor,18,NOT UNDER PROPER CONTROL
32278932,Human Factor,18,NOT UNDER PROPER CONTROL
32279514,Human Factor,03,DISREGARD TRAFFIC CONTROL
32279682,Human Factor,14,INATTENTION
32279729,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32279800,Human Factor,18,NOT UNDER PROPER CONTROL
32280117,Human Factor,18,NOT UNDER PROPER CONTROL
32280140,Human Factor,17,MISJUDGE CLEARANCE
32280195,Human Factor,03,DISREGARD TRAFFIC CONTROL
32280196,Human Factor,04,DISTRACTION
32280236,Human Factor,14,INATTENTION
32280237,Human Factor,04,DISTRACTION
32280377,Human Factor,17,MISJUDGE CLEARANCE
32280431,Human Factor,14,INATTENTION
32280436,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32280438,Human Factor,12,IMPROPER BACKING
32280602,Human Factor,14,INATTENTION
32282495,Human Factor,26,FAILED TO KEEP PROPER LANE
32282917,Human Factor,03,DISREGARD TRAFFIC CONTROL
32283437,Human Factor,03,DISREGARD TRAFFIC CONTROL
32283447,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32283709,Human Factor,04,DISTRACTION
32283710,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32283714,Human Factor,18,NOT UNDER PROPER CONTROL
32283726,Human Factor,04,DISTRACTION
32284155,Human Factor,18,NOT UNDER PROPER CONTROL
32284158,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32284172,Human Factor,03,DISREGARD TRAFFIC CONTROL
32284177,Human Factor,18,NOT UNDER PROPER CONTROL
32284734,Human Factor,04,DISTRACTION
32284791,Human Factor,12,IMPROPER BACKING
32285160,Human Factor,26,FAILED TO KEEP PROPER LANE
32285227,Human Factor,11,FOLLOWING TOO CLOSE
32285273,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32285302,Human Factor,14,INATTENTION
32285324,Human Factor,17,MISJUDGE CLEARANCE
32285616,Human Factor,01,ALCOHOL INVOLVEMENT
32285666,Human Factor,11,FOLLOWING TOO CLOSE
32285669,Human Factor,02,CELL PHONE
32285675,Human Factor,18,NOT UNDER PROPER CONTROL
32285922,Human Factor,18,NOT UNDER PROPER CONTROL
32287010,Human Factor,18,NOT UNDER PROPER CONTROL
32287152,Human Factor,17,MISJUDGE CLEARANCE
32287153,Human Factor,14,INATTENTION
32287154,Human Factor,18,NOT UNDER PROPER CONTROL
32287155,Human Factor,11,FOLLOWING TOO CLOSE
32287157,Human Factor,11,FOLLOWING TOO CLOSE
32288389,Human Factor,12,IMPROPER BACKING
32288393,Human Factor,18,NOT UNDER PROPER CONTROL
32288394,Human Factor,18,NOT UNDER PROPER CONTROL
32288395,Human Factor,18,NOT UNDER PROPER CONTROL
32288397,Human Factor,18,NOT UNDER PROPER CONTROL
32288400,Human Factor,11,FOLLOWING TOO CLOSE
32288401,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32288447,Human Factor,18,NOT UNDER PROPER CONTROL
32288457,Human Factor,12,IMPROPER BACKING
32288589,Human Factor,17,MISJUDGE CLEARANCE
32288796,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32288979,Human Factor,14,INATTENTION
32289219,Human Factor,04,DISTRACTION
32289608,Human Factor,14,INATTENTION
32289681,Human Factor,02,CELL PHONE
32289806,Human Factor,26,FAILED TO KEEP PROPER LANE
32289897,Human Factor,11,FOLLOWING TOO CLOSE
32290104,Human Factor,03,DISREGARD TRAFFIC CONTROL
32290207,Human Factor,17,MISJUDGE CLEARANCE
32290372,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32290713,Human Factor,17,MISJUDGE CLEARANCE
32291304,Human Factor,09,FATIGUE
32291596,Human Factor,05,DRUG INVOLVEMENT
32292184,Human Factor,14,INATTENTION
32292185,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32292187,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32292190,Human Factor,12,IMPROPER BACKING
32292192,Human Factor,18,NOT UNDER PROPER CONTROL
32292193,Human Factor,12,IMPROPER BACKING
32292194,Human Factor,17,MISJUDGE CLEARANCE
32292196,Human Factor,17,MISJUDGE CLEARANCE
32292197,Human Factor,18,NOT UNDER PROPER CONTROL
32292198,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32292213,Human Factor,26,FAILED TO KEEP PROPER LANE
32292215,Human Factor,17,MISJUDGE CLEARANCE
32292430,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32292848,Human Factor,14,INATTENTION
32292849,Human Factor,14,INATTENTION
32293333,Human Factor,01,ALCOHOL INVOLVEMENT
32293341,Human Factor,03,DISREGARD TRAFFIC CONTROL
32293681,Human Factor,09,FATIGUE
32293684,Human Factor,18,NOT UNDER PROPER CONTROL
32293717,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32293718,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32293719,Human Factor,26,FAILED TO KEEP PROPER LANE
32293722,Human Factor,11,FOLLOWING TOO CLOSE
32293723,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32293729,Human Factor,18,NOT UNDER PROPER CONTROL
32293731,Human Factor,18,NOT UNDER PROPER CONTROL
32293736,Human Factor,18,NOT UNDER PROPER CONTROL
32293737,Human Factor,11,FOLLOWING TOO CLOSE
32293883,Human Factor,14,INATTENTION
32294569,Human Factor,11,FOLLOWING TOO CLOSE
32294571,Human Factor,14,INATTENTION
32294572,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32294582,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32294584,Human Factor,14,INATTENTION
32294585,Human Factor,03,DISREGARD TRAFFIC CONTROL
32294587,Human Factor,11,FOLLOWING TOO CLOSE
32294773,Human Factor,17,MISJUDGE CLEARANCE
32295067,Human Factor,26,FAILED TO KEEP PROPER LANE
32295068,Human Factor,17,MISJUDGE CLEARANCE
32295071,Human Factor,17,MISJUDGE CLEARANCE
32295073,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32295075,Human Factor,19,OVERCORRECTING/OVERSTEERING
32295340,Human Factor,09,FATIGUE
32295370,Human Factor,26,FAILED TO KEEP PROPER LANE
32295863,Human Factor,17,MISJUDGE CLEARANCE
32296041,Human Factor,14,INATTENTION
32298188,Human Factor,14,INATTENTION
32298199,Human Factor,26,FAILED TO KEEP PROPER LANE
32298664,Human Factor,14,INATTENTION
32298874,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32298877,Human Factor,11,FOLLOWING TOO CLOSE
32298878,Human Factor,26,FAILED TO KEEP PROPER LANE
32298880,Human Factor,11,FOLLOWING TOO CLOSE
32298885,Human Factor,11,FOLLOWING TOO CLOSE
32298966,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32298967,Human Factor,14,INATTENTION
32299004,Human Factor,11,FOLLOWING TOO CLOSE
32299005,Human Factor,05,DRUG INVOLVEMENT
32299007,Human Factor,14,INATTENTION
32299012,Human Factor,14,INATTENTION
32299013,Human Factor,14,INATTENTION
32299295,Human Factor,04,DISTRACTION
32299316,Human Factor,14,INATTENTION
32299317,Human Factor,14,INATTENTION
32299352,Human Factor,15,LOST CONSCIOUSNESS/FAINTED
32299896,Human Factor,14,INATTENTION
32299898,Human Factor,01,ALCOHOL INVOLVEMENT
32300009,Human Factor,14,INATTENTION
32300010,Human Factor,04,DISTRACTION
32300121,Human Factor,26,FAILED TO KEEP PROPER LANE
32300252,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32300341,Human Factor,12,IMPROPER BACKING
32300459,Human Factor,14,INATTENTION
32300472,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32300605,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32300694,Human Factor,11,FOLLOWING TOO CLOSE
32300696,Human Factor,18,NOT UNDER PROPER CONTROL
32300836,Human Factor,17,MISJUDGE CLEARANCE
32300838,Human Factor,03,DISREGARD TRAFFIC CONTROL
32301351,Human Factor,04,DISTRACTION
32301507,Human Factor,17,MISJUDGE CLEARANCE
32301636,Human Factor,17,MISJUDGE CLEARANCE
32301676,Human Factor,11,FOLLOWING TOO CLOSE
32301677,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32301678,Human Factor,12,IMPROPER BACKING
32301680,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32302109,Human Factor,01,ALCOHOL INVOLVEMENT
32302229,Human Factor,18,NOT UNDER PROPER CONTROL
32302231,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32302432,Human Factor,03,DISREGARD TRAFFIC CONTROL
32302509,Human Factor,04,DISTRACTION
32302616,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32302617,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32302878,Human Factor,18,NOT UNDER PROPER CONTROL
32302978,Human Factor,09,FATIGUE
32303010,Human Factor,14,INATTENTION
32303147,Human Factor,26,FAILED TO KEEP PROPER LANE
32303273,Human Factor,14,INATTENTION
32303282,Human Factor,11,FOLLOWING TOO CLOSE
32304087,Human Factor,11,FOLLOWING TOO CLOSE
32304089,Human Factor,07,EXCEEDED STATED SPEED LIMIT
32304212,Human Factor,04,DISTRACTION
32304213,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32304393,Human Factor,14,INATTENTION
32304394,Human Factor,14,INATTENTION
32304526,Human Factor,03,DISREGARD TRAFFIC CONTROL
32304685,Human Factor,07,EXCEEDED STATED SPEED LIMIT
32305018,Human Factor,01,ALCOHOL INVOLVEMENT
32305208,Human Factor,15,LOST CONSCIOUSNESS/FAINTED
32305275,Human Factor,14,INATTENTION
32305567,Human Factor,01,ALCOHOL INVOLVEMENT
32306624,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32306628,Human Factor,18,NOT UNDER PROPER CONTROL
32306633,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32306639,Human Factor,11,FOLLOWING TOO CLOSE
32306643,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32306647,Human Factor,18,NOT UNDER PROPER CONTROL
32306649,Human Factor,17,MISJUDGE CLEARANCE
32306650,Human Factor,12,IMPROPER BACKING
32306651,Human Factor,17,MISJUDGE CLEARANCE
32306652,Human Factor,17,MISJUDGE CLEARANCE
32306658,Human Factor,18,NOT UNDER PROPER CONTROL
32306661,Human Factor,11,FOLLOWING TOO CLOSE
32306665,Human Factor,14,INATTENTION
32306666,Human Factor,04,DISTRACTION
32306787,Human Factor,06,EMOTIONAL
32306803,Human Factor,17,MISJUDGE CLEARANCE
32308081,Human Factor,04,DISTRACTION
32308101,Human Factor,17,MISJUDGE CLEARANCE
32308106,Human Factor,17,MISJUDGE CLEARANCE
32308634,Human Factor,22,TOO FAST FOR CONDITIONS
32308664,Human Factor,11,FOLLOWING TOO CLOSE
32309771,Human Factor,04,DISTRACTION
32309772,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32309773,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32309775,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32309778,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32310212,Human Factor,04,DISTRACTION
32310326,Human Factor,04,DISTRACTION
32310728,Human Factor,04,DISTRACTION
32310729,Human Factor,04,DISTRACTION
32310886,Human Factor,12,IMPROPER BACKING
32311207,Human Factor,11,FOLLOWING TOO CLOSE
32311208,Human Factor,17,MISJUDGE CLEARANCE
32311209,Human Factor,14,INATTENTION
32311210,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32311211,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32311212,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32311231,Human Factor,17,MISJUDGE CLEARANCE
32311297,Human Factor,06,EMOTIONAL
32311332,Human Factor,11,FOLLOWING TOO CLOSE
32311453,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32311457,Human Factor,11,FOLLOWING TOO CLOSE
32311636,Human Factor,17,MISJUDGE CLEARANCE
32312258,Human Factor,11,FOLLOWING TOO CLOSE
32312259,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32312629,Human Factor,26,FAILED TO KEEP PROPER LANE
32312779,Human Factor,17,MISJUDGE CLEARANCE
32313010,Human Factor,14,INATTENTION
32313288,Human Factor,14,INATTENTION
32314236,Human Factor,18,NOT UNDER PROPER CONTROL
32314378,Human Factor,18,NOT UNDER PROPER CONTROL
32314536,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32314537,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32314540,Human Factor,18,NOT UNDER PROPER CONTROL
32314541,Human Factor,18,NOT UNDER PROPER CONTROL
32314543,Human Factor,17,MISJUDGE CLEARANCE
32314544,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32314547,Human Factor,17,MISJUDGE CLEARANCE
32314549,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32314678,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32314819,Human Factor,11,FOLLOWING TOO CLOSE
32314923,Human Factor,11,FOLLOWING TOO CLOSE
32314925,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32314928,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32314931,Human Factor,11,FOLLOWING TOO CLOSE
32314935,Human Factor,03,DISREGARD TRAFFIC CONTROL
32314936,Human Factor,11,FOLLOWING TOO CLOSE
32314937,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32314938,Human Factor,04,DISTRACTION
32315056,Human Factor,12,IMPROPER BACKING
32315057,Human Factor,11,FOLLOWING TOO CLOSE
32315076,Human Factor,12,IMPROPER BACKING
32315829,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32315830,Human Factor,18,NOT UNDER PROPER CONTROL
32315831,Human Factor,04,DISTRACTION
32315832,Human Factor,18,NOT UNDER PROPER CONTROL
32315834,Human Factor,11,FOLLOWING TOO CLOSE
32317084,Human Factor,04,DISTRACTION
32317086,Human Factor,18,NOT UNDER PROPER CONTROL
32317088,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32317089,Human Factor,18,NOT UNDER PROPER CONTROL
32317092,Human Factor,12,IMPROPER BACKING
32317093,Human Factor,26,FAILED TO KEEP PROPER LANE
32317096,Human Factor,18,NOT UNDER PROPER CONTROL
32317097,Human Factor,21,SICK
32318279,Human Factor,11,FOLLOWING TOO CLOSE
32318281,Human Factor,18,NOT UNDER PROPER CONTROL
32318282,Human Factor,04,DISTRACTION
32318283,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32318286,Human Factor,18,NOT UNDER PROPER CONTROL
32318295,Human Factor,11,FOLLOWING TOO CLOSE
32318297,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32318298,Human Factor,11,FOLLOWING TOO CLOSE
32318738,Human Factor,18,NOT UNDER PROPER CONTROL
32318740,Human Factor,11,FOLLOWING TOO CLOSE
32318742,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32318743,Human Factor,17,MISJUDGE CLEARANCE
32318746,Human Factor,11,FOLLOWING TOO CLOSE
32318748,Human Factor,17,MISJUDGE CLEARANCE
32318750,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32318751,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32318982,Human Factor,11,FOLLOWING TOO CLOSE
32319029,Human Factor,14,INATTENTION
32319220,Human Factor,26,FAILED TO KEEP PROPER LANE
32319293,Human Factor,14,INATTENTION
32319362,Human Factor,12,IMPROPER BACKING
32319402,Human Factor,11,FOLLOWING TOO CLOSE
32319551,Human Factor,02,CELL PHONE
32319618,Human Factor,14,INATTENTION
32319619,Human Factor,04,DISTRACTION
32319620,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
32320017,Human Factor,14,INATTENTION
32320018,Human Factor,17,MISJUDGE CLEARANCE
32320030,Human Factor,04,DISTRACTION
32320110,Human Factor,18,NOT UNDER PROPER CONTROL
32320113,Human Factor,18,NOT UNDER PROPER CONTROL
32320289,Human Factor,01,ALCOHOL INVOLVEMENT
32321422,Human Factor,18,NOT UNDER PROPER CONTROL
32321423,Human Factor,12,IMPROPER BACKING
32321424,Human Factor,04,DISTRACTION
32321551,Human Factor,17,MISJUDGE CLEARANCE
32321552,Human Factor,12,IMPROPER BACKING
32321555,Human Factor,04,DISTRACTION
32321556,Human Factor,18,NOT UNDER PROPER CONTROL
32321557,Human Factor,26,FAILED TO KEEP PROPER LANE
32322520,Human Factor,17,MISJUDGE CLEARANCE
